,episode_idx,round,topic,message,dodeca_response,memnet_response,knowledge,gold,dodeca_label,memnet_label
182,226,1,The Flintstones,Dino is a great pet.  I thought it was silly that Barney and Betty had a hopparoo pet.,me too ! i love how the show is set in the stone age,"that ' s awesome ! i ' ve never heard of them , but i do know that they ' ve been around for a long time .","The series takes place in a romanticized Stone Age setting, depicts the lives of the titular characters and their next-door neighbors and best friends.",It is just a great show! The series takes place in a romanticized Stone Age setting,0,1
183,228,1,Katy Perry,I love her music! She has so many great songs!,"yes , she is a great singer . she sang in church as a child .",she really is . she sang gospel music during her childhood .,"After singing in church during her childhood, she pursued a career in gospel music as a teenager.","Yeah, she got started singing in church during childhood. She sang gospel as a teenager.",0,0
184,229,0,The Little Mermaid (1989 film),,"do you like disney movies ? i really like the 1989 disney movie "" little mermaid "" .",have you ever seen the walt disney movie ? it ' s one of my favorites .,The Little Mermaid is a 1989 American animated musical fantasy film produced by Walt Disney Feature Animation and released by Walt Disney Pictures.,"I absolutely loved The Little Mermaid as a child! It came out in 1989, a year after I was born!",0,0
185,234,3,New York City,"That's insane, no wonder there are so many opportunities for entrepreneurship there.",i agree ! it ' s also known as the media capital for the world !,"it ' s also known as the cultural , financial , and media capital of the world .","A global power city, New York City has been described as the cultural, financial, and media capital of the world, and exerts a significant impact upon commerce, entertainment, research, technology, education, politics, and sports.","Absolutely! So much opportunity! New York City is actually known as being the media, cultural and financial capital of the world! It's also huge in the political, sporting and entertainment industries!",0,0
186,241,3,Rum and Coke,Would coconut taste good with a rum and coke?,"i ' m not sure about coconut , but i do know that it is a high ball cocktail","i ' m not sure , but i do know that it is made from cuba , cuba , and cuba .","Rum and Coke, or a Cuba Libre (; , ""Free Cuba"" libre here an adjective, not a verb), is a highball cocktail consisting of cola, rum, and traditionally lime juice on ice.",I would suppose so.  Coconut has a smooth taste too.  I may even be so bold as to say using a little pina colada cocktail could really brighten the drink.,0,1
187,243,2,Beetroot,"Well, here I am a beet farmer and I didn't even know that about medicinal uses!",interestingly beets were also used in wine in the middle 19th century,"i ' m not sure , but i do know it ' s been used in the middle ages .","During the middle of the 19th century, wine often was coloured with beetroot juice.",beetroot juice was also used in wine to color it in the middle of the 19th centuary,0,1
188,247,3,Blue,"I wonder why when people feel sad, that they say they feel 'blue'.","i ' m not sure , but i do know that blue is an important color in decoration and art .",blue has been used in art since ancient times .,Blue has been an important colour in art and decoration since ancient times.,"I really don't know, perhaps it has some association with how prevalent the color blue has been in decoration and art even back in ancient times.",0,0
189,248,2,Christianity,"That's basically 1/3 of the world, wow!",christianity makes up the majority of people in 158 different countries .,the majority of the population is in 158 countries .,Christians make up a majority of the population in 158 countries and territories.,Yeah! They make up the majority of the population in 158 countries.,0,1
190,250,2,Stephen Hawking,"Wow, I knew he was supposed to die much earlier, but a whole 50 additional years? That's incredible.","yep , he was a great theoretical physicist and author","i ' m not sure , but i know he was born in 1942 .","Stephen William Hawking, ( born 8 January 1942) is an English theoretical physicist, cosmologist, author and Director of Research at the Centre for Theoretical Cosmology within the University of Cambridge.",He was one of the most important physicist and cosmologist of our time,0,0
191,252,0,Agriculture,"Thinking about certain things to mature in in college. I live in the midwest and agriculture is a possible major. Still not sure if it's right for me, though.",agriculture is actually the cultivation of animals and plants .,i agree . agriculture is the cultivation and breeding of animals,"Agriculture is the cultivation and breeding of animals, plants and fungi for food, fiber, biofuel, medicinal plants and other products used to sustain and enhance life.",Agriculture is the cultivation and breeding of plants and animals for food and other uses. Important field.,0,1
192,255,2,Pizza,"so where did the pizza originate from, Italy?",the word pizza has been around since 997 ad,"i ' m not sure , but pizza was first documented in 997 .","The word ""pizza"" was first documented in AD 997 in Gaeta and successively in different parts of Central and Southern Italy.",The term pizza was actually first used in 997 AD in Central and Southern Italy,0,1
